date,trade_date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
8/25,2026-08-25,6693,群益金鼎,9100,7,3,4,0.98,10,buy,2026-08-25
8/25,2026-08-25,6693,元大-員林中山,9835,0,6,-6,1.47,10,sell,2026-08-25
8/25,2026-08-25,6693,華南永昌-竹北,9339,3,0,3,0.73,11,buy,2026-08-25
8/25,2026-08-25,6693,永豐金-桃盛,003900410039004e,0,6,-6,1.47,11,sell,2026-08-25
8/25,2026-08-25,6693,富邦-竹東,9625,2,0,2,0.49,12,buy,2026-08-25
8/25,2026-08-25,6693,第一金-頭份,0035003300380049,0,5,-5,1.22,12,sell,2026-08-25
8/25,2026-08-25,6693,國票-台中,0037003700390076,2,0,2,0.49,13,buy,2026-08-25
8/25,2026-08-25,6693,永豐金證券,0039004100300030,1,6,-5,1.22,13,sell,2026-08-25
8/25,2026-08-25,6693,安泰-楠梓,8382,2,0,2,0.49,14,buy,2026-08-25
8/25,2026-08-25,6693,美商高盛,1480,23,28,-5,1.22,14,sell,2026-08-25
8/25,2026-08-25,6693,元大-發財,0039003800310045,2,0,2,0.49,15,buy,2026-08-25
8/25,2026-08-25,6693,元大-南屯,9853,0,4,-4,0.98,15,sell,2026-08-25
8/25,2026-08-25,6695,台新-嘉義,0039004200320049,20,0,20,6.43,1,buy,2026-08-25
8/25,2026-08-25,6695,富邦-建國,9658,0,73,-73,23.47,1,sell,2026-08-25
8/25,2026-08-25,6695,台灣摩根士丹利,1470,17,4,13,4.18,2,buy,2026-08-25
8/25,2026-08-25,6695,美商高盛,1480,9,57,-48,15.43,2,sell,2026-08-25
8/25,2026-08-25,6695,美好-楊梅,5262,13,0,13,4.18,3,buy,2026-08-25
8/25,2026-08-25,6695,凱基-台北,9268,8,33,-25,8.04,3,sell,2026-08-25
8/25,2026-08-25,6695,元大證券,9800,19,7,12,3.86,4,buy,2026-08-25
8/25,2026-08-25,6695,摩根大通,8440,2,13,-11,3.54,4,sell,2026-08-25
8/25,2026-08-25,6695,玉山-雙和,8841,10,0,10,3.22,5,buy,2026-08-25
8/25,2026-08-25,6695,富邦-板橋,9655,0,11,-11,3.54,5,sell,2026-08-25
8/25,2026-08-25,6695,美林,1440,29,19,10,3.22,6,buy,2026-08-25
8/25,2026-08-25,6695,富邦-南屯,9666,0,7,-7,2.25,6,sell,2026-08-25
8/25,2026-08-25,6695,華南永昌-苗栗,9362,10,0,10,3.22,7,buy,2026-08-25
8/25,2026-08-25,6695,富邦-新莊,0039003600320044,0,5,-5,1.61,7,sell,2026-08-25
8/25,2026-08-25,6695,元大-南投,0039003800310044,10,0,10,3.22,8,buy,2026-08-25
8/25,2026-08-25,6695,中國信託-三重,6161,0,3,-3,0.96,8,sell,2026-08-25
8/25,2026-08-25,6695,元大-頭份,0039003800330055,10,0,10,3.22,9,buy,2026-08-25
8/25,2026-08-25,6695,凱基-中港,9202,0,3,-3,0.96,9,sell,2026-08-25
8/25,2026-08-25,6695,元大-成功,003900380039004c,7,0,7,2.25,10,buy,2026-08-25
8/25,2026-08-25,6695,凱基-三峽,0039003200310045,0,3,-3,0.96,10,sell,2026-08-25
8/25,2026-08-25,6695,宏遠-桃園,1262,6,0,6,1.93,11,buy,2026-08-25
8/25,2026-08-25,6695,花旗環球,1590,0,2,-2,0.64,11,sell,2026-08-25
8/25,2026-08-25,6695,台新,0039004200300030,5,0,5,1.61,12,buy,2026-08-25
8/25,2026-08-25,6695,統一-台中,5856,0,2,-2,0.64,12,sell,2026-08-25
8/25,2026-08-25,6695,華南永昌-鳳山,9331,5,0,5,1.61,13,buy,2026-08-25
8/25,2026-08-25,6695,凱基-新豐,9266,0,2,-2,0.64,13,sell,2026-08-25
8/25,2026-08-25,6695,富邦-台北,9623,5,0,5,1.61,14,buy,2026-08-25
8/25,2026-08-25,6695,元大-虎尾,003900380030006c,1,3,-2,0.64,14,sell,2026-08-25
8/25,2026-08-25,6695,富邦-新竹,9647,5,0,5,1.61,15,buy,2026-08-25
8/25,2026-08-25,6695,元大-崇德,0039003800310053,0,2,-2,0.64,15,sell,2026-08-25
8/25,2026-08-25,6697,華南永昌-台中,9302,11,0,11,68.75,1,buy,2026-08-25
8/25,2026-08-25,6697,永豐金證券,0039004100300030,0,5,-5,31.25,1,sell,2026-08-25
8/25,2026-08-25,6697,凱基-台北,9268,3,0,3,18.75,2,buy,2026-08-25
8/25,2026-08-25,6697,新光-高雄,8562,0,5,-5,31.25,2,sell,2026-08-25
8/25,2026-08-25,6697,富邦-台北,9623,2,0,2,12.5,3,buy,2026-08-25
8/25,2026-08-25,6697,國票-台中,0037003700390076,0,1,-1,6.25,3,sell,2026-08-25
8/25,2026-08-25,6697,康和-板橋,0038003400350044,0,0,0,0.0,4,buy,2026-08-25
8/25,2026-08-25,6697,宏遠-中和,0031003200360048,0,1,-1,6.25,4,sell,2026-08-25
8/25,2026-08-25,6697,新光,8560,0,0,0,0.0,5,buy,2026-08-25
8/25,2026-08-25,6697,元大-北港,9837,0,1,-1,6.25,5,sell,2026-08-25
8/25,2026-08-25,6697,第一金-高雄,5383,0,0,0,0.0,6,buy,2026-08-25
8/25,2026-08-25,6697,富邦-宜蘭,9686,0,1,-1,6.25,6,sell,2026-08-25
8/25,2026-08-25,6697,富邦-台中,003900360035004b,0,1,-1,6.25,7,sell,2026-08-25
8/25,2026-08-25,6697,台新,0039004200300030,0,1,-1,6.25,8,sell,2026-08-25
8/25,2026-08-25,6697,台新-北中壢,003900420032004c,0,0,0,0.0,9,sell,2026-08-25
8/25,2026-08-25,6698,永豐金-市政,0039004100390057,7,0,7,8.54,1,buy,2026-08-25
8/25,2026-08-25,6698,新加坡商瑞銀,1650,6,13,-7,8.54,1,sell,2026-08-25
8/25,2026-08-25,6698,國泰-敦南,8888,6,1,5,6.1,2,buy,2026-08-25
8/25,2026-08-25,6698,摩根大通,8440,0,6,-6,7.32,2,sell,2026-08-25
8/25,2026-08-25,6698,美林,1440,5,0,5,6.1,3,buy,2026-08-25
8/25,2026-08-25,6698,兆豐-來福,0037003000300043,0,5,-5,6.1,3,sell,2026-08-25
8/25,2026-08-25,6698,統一-台中,5856,4,0,4,4.88,4,buy,2026-08-25
8/25,2026-08-25,6698,國泰-台南,8884,0,5,-5,6.1,4,sell,2026-08-25
8/25,2026-08-25,6698,(牛牛牛)亞-鑫豐,0036003000310064,4,0,4,4.88,5,buy,2026-08-25
8/25,2026-08-25,6698,台灣摩根士丹利,1470,1,5,-4,4.88,5,sell,2026-08-25
8/25,2026-08-25,6698,元大-新竹,9816,3,0,3,3.66,6,buy,2026-08-25
8/25,2026-08-25,6698,港商野村,1560,0,4,-4,4.88,6,sell,2026-08-25
8/25,2026-08-25,6698,台新,0039004200300030,3,0,3,3.66,7,buy,2026-08-25
8/25,2026-08-25,6698,凱基-竹北,9234,0,4,-4,4.88,7,sell,2026-08-25
8/25,2026-08-25,6698,元大-北屯,0039003800390064,3,1,2,2.44,8,buy,2026-08-25
8/25,2026-08-25,6698,凱基-台北,9268,2,6,-4,4.88,8,sell,2026-08-25
8/25,2026-08-25,6698,國泰-板橋,003800380038004b,2,0,2,2.44,9,buy,2026-08-25
8/25,2026-08-25,6698,美商高盛,1480,7,10,-3,3.66,9,sell,2026-08-25
8/25,2026-08-25,6698,凱基-三多,9275,2,0,2,2.44,10,buy,2026-08-25
8/25,2026-08-25,6698,玉山證券,8840,0,2,-2,2.44,10,sell,2026-08-25
8/25,2026-08-25,6698,富邦-三重,9677,2,0,2,2.44,11,buy,2026-08-25
8/25,2026-08-25,6698,華南永昌-長虹,9333,0,2,-2,2.44,11,sell,2026-08-25
8/25,2026-08-25,6698,台新-緯城,0039004200320041,2,0,2,2.44,12,buy,2026-08-25
8/25,2026-08-25,6698,國泰-台中,8882,6,8,-2,2.44,12,sell,2026-08-25
8/25,2026-08-25,6698,永豐金證券,0039004100300030,1,0,1,1.22,13,buy,2026-08-25
8/25,2026-08-25,6698,第一金-安和,003500330038006a,0,1,-1,1.22,13,sell,2026-08-25
8/25,2026-08-25,6698,土銀-新竹,1035,1,0,1,1.22,14,buy,2026-08-25
8/25,2026-08-25,6698,花旗環球,1590,0,1,-1,1.22,14,sell,2026-08-25
8/25,2026-08-25,6698,大昌-樹林,6461,1,0,1,1.22,15,buy,2026-08-25
8/25,2026-08-25,6698,富邦-竹科,0039003600320043,0,1,-1,1.22,15,sell,2026-08-25
8/25,2026-08-25,6703,富邦-嘉義,9692,6,0,6,19.35,1,buy,2026-08-25
8/25,2026-08-25,6703,華南永昌-大安,9307,0,7,-7,22.58,1,sell,2026-08-25
8/25,2026-08-25,6703,元大-西屯,0039003800300077,8,5,3,9.68,2,buy,2026-08-25
8/25,2026-08-25,6703,富邦-永康,003900360031005a,0,7,-7,22.58,2,sell,2026-08-25
8/25,2026-08-25,6703,國泰-敦南,8888,2,0,2,6.45,3,buy,2026-08-25
8/25,2026-08-25,6703,台灣摩根士丹利,1470,0,2,-2,6.45,3,sell,2026-08-25
8/25,2026-08-25,6703,台新-佳里,0039004200320077,2,0,2,6.45,4,buy,2026-08-25
8/25,2026-08-25,6703,玉山-士林,0038003800340041,0,2,-2,6.45,4,sell,2026-08-25
8/25,2026-08-25,6703,國泰-高雄,8881,1,0,1,3.23,5,buy,2026-08-25
8/25,2026-08-25,6703,美商高盛,1480,0,2,-2,6.45,5,sell,2026-08-25
8/25,2026-08-25,6703,康和-永和,0038003400350042,1,0,1,3.23,6,buy,2026-08-25
8/25,2026-08-25,6703,玉山-板橋,8846,0,1,-1,3.23,6,sell,2026-08-25
8/25,2026-08-25,6703,富邦-台中,003900360035004b,1,0,1,3.23,7,buy,2026-08-25
8/25,2026-08-25,6703,元大-樹林,003900380039006a,0,1,-1,3.23,7,sell,2026-08-25
8/25,2026-08-25,6703,元大-南投,0039003800310044,1,0,1,3.23,8,buy,2026-08-25
8/25,2026-08-25,6703,台新-虎尾,003900420032004e,0,1,-1,3.23,8,sell,2026-08-25
8/25,2026-08-25,6703,元大-太平,0039003800310051,1,0,1,3.23,9,buy,2026-08-25
8/25,2026-08-25,6703,中農,8520,0,1,-1,3.23,9,sell,2026-08-25
8/25,2026-08-25,6703,永豐金證券,0039004100300030,1,0,1,3.23,10,buy,2026-08-25
8/25,2026-08-25,6703,凱基-彰化,0039003200300047,0,0,0,0.0,10,sell,2026-08-25
8/25,2026-08-25,6703,永豐金-內湖,0039004100390067,1,0,1,3.23,11,buy,2026-08-25
8/25,2026-08-25,6703,台新,0039004200300030,1,1,0,0.0,11,sell,2026-08-25
8/25,2026-08-25,6703,元大證券,9800,1,0,1,3.23,12,buy,2026-08-25
8/25,2026-08-25,6703,合庫-台中,1021,0,0,0,0.0,12,sell,2026-08-25
8/25,2026-08-25,6703,玉山-台南,8847,1,1,0,0.0,13,buy,2026-08-25
8/25,2026-08-25,6703,第一金-高雄,5383,0,0,0,0.0,13,sell,2026-08-25
8/25,2026-08-25,6703,富邦-陽明,9604,0,0,0,0.0,14,buy,2026-08-25
8/25,2026-08-25,6703,華南永昌-基隆,9322,0,0,0,0.0,14,sell,2026-08-25
8/25,2026-08-25,6703,國票-北高雄,003700370039004a,0,0,0,0.0,15,buy,2026-08-25
8/25,2026-08-25,6706,美林,1440,91,2,89,5.32,1,buy,2026-08-25
8/25,2026-08-25,6706,凱基-台北,9268,114,165,-51,3.05,1,sell,2026-08-25
8/25,2026-08-25,6706,永豐金-信義,0039004100390052,78,2,76,4.54,2,buy,2026-08-25
8/25,2026-08-25,6706,台灣摩根士丹利,1470,51,89,-38,2.27,2,sell,2026-08-25
8/25,2026-08-25,6706,中國信託,6160,50,1,49,2.93,3,buy,2026-08-25
8/25,2026-08-25,6706,摩根大通,8440,57,93,-36,2.15,3,sell,2026-08-25
8/25,2026-08-25,6706,中國信託-高雄,003600310036004b,40,3,37,2.21,4,buy,2026-08-25
8/25,2026-08-25,6706,國泰-敦南,8888,28,56,-28,1.67,4,sell,2026-08-25
8/25,2026-08-25,6706,統一,5850,25,3,22,1.31,5,buy,2026-08-25
8/25,2026-08-25,6706,華南永昌-麻豆,9308,0,26,-26,1.55,5,sell,2026-08-25
8/25,2026-08-25,6706,凱基-中港,9202,21,0,21,1.25,6,buy,2026-08-25
8/25,2026-08-25,6706,玉山-雙和,8841,2,19,-17,1.02,6,sell,2026-08-25
8/25,2026-08-25,6706,港商野村,1560,25,6,19,1.14,7,buy,2026-08-25
8/25,2026-08-25,6706,群益金鼎-台中,9184,0,13,-13,0.78,7,sell,2026-08-25
8/25,2026-08-25,6706,美商高盛,1480,106,89,17,1.02,8,buy,2026-08-25
8/25,2026-08-25,6706,元大-大同,0039003800390047,0,11,-11,0.66,8,sell,2026-08-25
8/25,2026-08-25,6706,元大證券,9800,85,68,17,1.02,9,buy,2026-08-25
8/25,2026-08-25,6706,富邦-陽明,9604,3,13,-10,0.6,9,sell,2026-08-25
8/25,2026-08-25,6706,凱基,9200,16,0,16,0.96,10,buy,2026-08-25
8/25,2026-08-25,6706,玉山-左營,0038003800340044,0,10,-10,0.6,10,sell,2026-08-25
8/25,2026-08-25,6706,永豐金證券,0039004100300030,20,5,15,0.9,11,buy,2026-08-25
8/25,2026-08-25,6706,永興-大墩,5604,0,10,-10,0.6,11,sell,2026-08-25
8/25,2026-08-25,6706,國票-台中,0037003700390076,15,1,14,0.84,12,buy,2026-08-25
8/25,2026-08-25,6706,元大-善化,0039003800310079,4,13,-9,0.54,12,sell,2026-08-25
8/25,2026-08-25,6706,台新-文心,003900420032007a,13,2,11,0.66,13,buy,2026-08-25
8/25,2026-08-25,6706,國泰-松江,8883,2,10,-8,0.48,13,sell,2026-08-25
8/25,2026-08-25,6706,富邦-板橋,9655,12,2,10,0.6,14,buy,2026-08-25
8/25,2026-08-25,6706,玉山-數位,003800380034004d,1,9,-8,0.48,14,sell,2026-08-25
8/25,2026-08-25,6706,兆豐-松德,0037003000300069,11,1,10,0.6,15,buy,2026-08-25
8/25,2026-08-25,6706,國泰-台中,8882,4,11,-7,0.42,15,sell,2026-08-25
8/25,2026-08-25,6708,凱基-台北,9268,6,0,6,22.22,1,buy,2026-08-25
8/25,2026-08-25,6708,元大-彰化民生,003900380039004a,0,14,-14,51.85,1,sell,2026-08-25
8/25,2026-08-25,6708,合庫-三重,0031003000320047,2,0,2,7.41,2,buy,2026-08-25
8/25,2026-08-25,6708,康和-高雄,003800340035004a,0,6,-6,22.22,2,sell,2026-08-25
8/25,2026-08-25,6708,中國信託-忠孝,6162,2,0,2,7.41,3,buy,2026-08-25
8/25,2026-08-25,6708,永豐金-市政,0039004100390057,0,3,-3,11.11,3,sell,2026-08-25
8/25,2026-08-25,6708,元大-大統,003900380031007a,2,0,2,7.41,4,buy,2026-08-25
8/25,2026-08-25,6708,統一-彰化,0035003800350046,0,1,-1,3.7,4,sell,2026-08-25
8/25,2026-08-25,6708,永豐金-敦南,0039004100380046,2,0,2,7.41,5,buy,2026-08-25
8/25,2026-08-25,6708,永豐金-中和,0039004100390042,0,0,0,0.0,5,sell,2026-08-25
8/25,2026-08-25,6708,永興-水湳,5602,1,0,1,3.7,6,buy,2026-08-25
8/25,2026-08-25,6708,康和-板橋,0038003400350044,0,0,0,0.0,6,sell,2026-08-25
8/25,2026-08-25,6708,台灣摩根士丹利,1470,1,0,1,3.7,7,buy,2026-08-25
8/25,2026-08-25,6708,群益金鼎-宜蘭,003900310038007a,1,0,1,3.7,8,buy,2026-08-25
8/25,2026-08-25,6708,富邦-台東,9608,1,0,1,3.7,9,buy,2026-08-25
8/25,2026-08-25,6708,華南永昌-中正,9359,1,0,1,3.7,10,buy,2026-08-25
8/25,2026-08-25,6708,兆豐-台中港,7005,1,0,1,3.7,11,buy,2026-08-25
8/25,2026-08-25,6708,富邦-頭份,0039003600320050,1,0,1,3.7,12,buy,2026-08-25
8/25,2026-08-25,6708,富邦-虎尾,9697,1,0,1,3.7,13,buy,2026-08-25
8/25,2026-08-25,6708,元大-新盛,9869,1,0,1,3.7,14,buy,2026-08-25
8/25,2026-08-25,6708,元大-雙和,9874,1,0,1,3.7,15,buy,2026-08-25
8/25,2026-08-25,6712,永豐金-竹北,0039004100390050,22,0,22,4.02,1,buy,2026-08-25
8/25,2026-08-25,6712,美商高盛,1480,4,61,-57,10.42,1,sell,2026-08-25
8/25,2026-08-25,6712,元大-台中,9812,21,0,21,3.84,2,buy,2026-08-25
8/25,2026-08-25,6712,台新-高雄,0039004200310067,0,26,-26,4.75,2,sell,2026-08-25
8/25,2026-08-25,6712,元大-博愛,0039003800320042,16,0,16,2.93,3,buy,2026-08-25
8/25,2026-08-25,6712,凱基-科園,9254,0,20,-20,3.66,3,sell,2026-08-25
8/25,2026-08-25,6712,凱基-彰化,0039003200300047,12,0,12,2.19,4,buy,2026-08-25
8/25,2026-08-25,6712,港商野村,1560,1,18,-17,3.11,4,sell,2026-08-25
8/25,2026-08-25,6712,(牛牛牛)亞-鑫豐,0036003000310064,12,0,12,2.19,5,buy,2026-08-25
8/25,2026-08-25,6712,凱基-台北,9268,14,31,-17,3.11,5,sell,2026-08-25
8/25,2026-08-25,6712,富邦-台北,9623,11,1,10,1.83,6,buy,2026-08-25
8/25,2026-08-25,6712,富邦-竹北,9624,0,16,-16,2.93,6,sell,2026-08-25
8/25,2026-08-25,6712,群益金鼎-瑞豐,0039003100380075,10,0,10,1.83,7,buy,2026-08-25
8/25,2026-08-25,6712,永豐金-潮州,0039004100390071,0,16,-16,2.93,7,sell,2026-08-25
8/25,2026-08-25,6712,合庫-彰化,1028,7,0,7,1.28,8,buy,2026-08-25
8/25,2026-08-25,6712,摩根大通,8440,9,24,-15,2.74,8,sell,2026-08-25
8/25,2026-08-25,6712,元大-四維,9831,7,0,7,1.28,9,buy,2026-08-25
8/25,2026-08-25,6712,華南永昌-內壢,9337,0,15,-15,2.74,9,sell,2026-08-25
8/25,2026-08-25,6712,凱基-民權,0039003200310043,7,0,7,1.28,10,buy,2026-08-25
8/25,2026-08-25,6712,台灣摩根士丹利,1470,3,14,-11,2.01,10,sell,2026-08-25
8/25,2026-08-25,6712,新光-台中,8561,9,3,6,1.1,11,buy,2026-08-25
8/25,2026-08-25,6712,統一-台南,5855,0,10,-10,1.83,11,sell,2026-08-25
8/25,2026-08-25,6712,合庫-台南,1022,6,0,6,1.1,12,buy,2026-08-25
8/25,2026-08-25,6712,康和-內湖,0038003400350041,0,10,-10,1.83,12,sell,2026-08-25
8/25,2026-08-25,6712,美林,1440,10,4,6,1.1,13,buy,2026-08-25
8/25,2026-08-25,6712,元大-新竹經國,9859,0,10,-10,1.83,13,sell,2026-08-25
8/25,2026-08-25,6712,元大-天母,0039003800310049,6,0,6,1.1,14,buy,2026-08-25
8/25,2026-08-25,6712,新加坡商瑞銀,1650,6,15,-9,1.65,14,sell,2026-08-25
8/25,2026-08-25,6712,永豐金-中和,0039004100390042,11,5,6,1.1,15,buy,2026-08-25
8/25,2026-08-25,6712,統一-城中,5854,8,17,-9,1.65,15,sell,2026-08-25
8/25,2026-08-25,6715,凱基-台北,9268,206,163,43,3.47,1,buy,2026-08-25
8/25,2026-08-25,6715,凱基-城中,9227,1,124,-123,9.93,1,sell,2026-08-25
8/25,2026-08-25,6715,元大-斗信,9884,37,0,37,2.99,2,buy,2026-08-25
8/25,2026-08-25,6715,凱基,9200,8,51,-43,3.47,2,sell,2026-08-25
8/25,2026-08-25,6715,元大證券,9800,86,59,27,2.18,3,buy,2026-08-25
8/25,2026-08-25,6715,國票-安和,003700370039005a,3,45,-42,3.39,3,sell,2026-08-25
8/25,2026-08-25,6715,凱基-竹北,9234,25,0,25,2.02,4,buy,2026-08-25
8/25,2026-08-25,6715,永豐金-萬盛,0039004100390032,1,40,-39,3.15,4,sell,2026-08-25
8/25,2026-08-25,6715,元大-台北,0039003800300068,20,0,20,1.61,5,buy,2026-08-25
8/25,2026-08-25,6715,永豐金證券,0039004100300030,3,34,-31,2.5,5,sell,2026-08-25
8/25,2026-08-25,6715,統一-敦南,5852,18,4,14,1.13,6,buy,2026-08-25
8/25,2026-08-25,6715,國票-中港,003700370039006d,0,29,-29,2.34,6,sell,2026-08-25
8/25,2026-08-25,6715,國泰-敦南,8888,20,7,13,1.05,7,buy,2026-08-25
8/25,2026-08-25,6715,國泰-台中,8882,1,29,-28,2.26,7,sell,2026-08-25
8/25,2026-08-25,6715,統一,5850,15,2,13,1.05,8,buy,2026-08-25
8/25,2026-08-25,6715,華南永昌-大安,9307,1,28,-27,2.18,8,sell,2026-08-25
8/25,2026-08-25,6715,兆豐-忠孝,0037003000300061,16,3,13,1.05,9,buy,2026-08-25
8/25,2026-08-25,6715,國泰證券,8880,1,24,-23,1.86,9,sell,2026-08-25
8/25,2026-08-25,6715,新光-台南,8564,14,2,12,0.97,10,buy,2026-08-25
8/25,2026-08-25,6715,富邦-永和,9654,1,22,-21,1.69,10,sell,2026-08-25
8/25,2026-08-25,6715,富邦-高雄,9659,11,0,11,0.89,11,buy,2026-08-25
8/25,2026-08-25,6715,元大-士林,003900380031006a,2,20,-18,1.45,11,sell,2026-08-25
8/25,2026-08-25,6715,台新-台中,0039004200310068,12,1,11,0.89,12,buy,2026-08-25
8/25,2026-08-25,6715,元大-復北,9872,6,21,-15,1.21,12,sell,2026-08-25
8/25,2026-08-25,6715,玉山-新竹,0038003800340048,10,0,10,0.81,13,buy,2026-08-25
8/25,2026-08-25,6715,港商野村,1560,0,13,-13,1.05,13,sell,2026-08-25
8/25,2026-08-25,6715,國泰-板橋,003800380038004b,8,0,8,0.65,14,buy,2026-08-25
8/25,2026-08-25,6715,國票-中和,0037003700390058,12,25,-13,1.05,14,sell,2026-08-25
8/25,2026-08-25,6715,凱基-桃園,9208,8,0,8,0.65,15,buy,2026-08-25
8/25,2026-08-25,6715,美林,1440,0,11,-11,0.89,15,sell,2026-08-25
8/25,2026-08-25,6716,凱基-站前,0039003200300046,73,0,73,8.65,1,buy,2026-08-25
8/25,2026-08-25,6716,元大-大里,0039003800310067,0,98,-98,11.61,1,sell,2026-08-25
8/25,2026-08-25,6716,美林,1440,48,1,47,5.57,2,buy,2026-08-25
8/25,2026-08-25,6716,凱基-台北,9268,51,95,-44,5.21,2,sell,2026-08-25
8/25,2026-08-25,6716,美商高盛,1480,65,21,44,5.21,3,buy,2026-08-25
8/25,2026-08-25,6716,永豐金-板新,003900410039004a,1,27,-26,3.08,3,sell,2026-08-25
8/25,2026-08-25,6716,華南永昌-大安,9307,22,1,21,2.49,4,buy,2026-08-25
8/25,2026-08-25,6716,台灣摩根士丹利,1470,26,51,-25,2.96,4,sell,2026-08-25
8/25,2026-08-25,6716,統一-新台中,0035003800350044,20,0,20,2.37,5,buy,2026-08-25
8/25,2026-08-25,6716,元大-南崁,0039003800300051,0,20,-20,2.37,5,sell,2026-08-25
8/25,2026-08-25,6716,新加坡商瑞銀,1650,54,37,17,2.01,6,buy,2026-08-25
8/25,2026-08-25,6716,摩根大通,8440,0,17,-17,2.01,6,sell,2026-08-25
8/25,2026-08-25,6716,港商野村,1560,16,0,16,1.9,7,buy,2026-08-25
8/25,2026-08-25,6716,凱基-基隆,0039003200300048,10,25,-15,1.78,7,sell,2026-08-25
8/25,2026-08-25,6716,華南永昌-長虹,9333,14,0,14,1.66,8,buy,2026-08-25
8/25,2026-08-25,6716,亞東,2180,1,15,-14,1.66,8,sell,2026-08-25
8/25,2026-08-25,6716,台新,0039004200300030,17,4,13,1.54,9,buy,2026-08-25
8/25,2026-08-25,6716,永豐金-亞灣,0039004100390061,0,10,-10,1.18,9,sell,2026-08-25
8/25,2026-08-25,6716,中國信託,6160,11,1,10,1.18,10,buy,2026-08-25
8/25,2026-08-25,6716,富邦-新竹,9647,0,9,-9,1.07,10,sell,2026-08-25
8/25,2026-08-25,6716,兆豐-竹北,7007,10,0,10,1.18,11,buy,2026-08-25
8/25,2026-08-25,6716,台新-緯城,0039004200320041,1,8,-7,0.83,11,sell,2026-08-25
8/25,2026-08-25,6716,台新-五權西,0039004200320035,9,2,7,0.83,12,buy,2026-08-25
8/25,2026-08-25,6716,群益金鼎-嘉義,003900310038004d,0,7,-7,0.83,12,sell,2026-08-25
8/25,2026-08-25,6716,國泰-新竹,003800380038004e,14,8,6,0.71,13,buy,2026-08-25
8/25,2026-08-25,6716,國泰-板橋,003800380038004b,1,7,-6,0.71,13,sell,2026-08-25
8/25,2026-08-25,6716,第一金-頭份,0035003300380049,5,0,5,0.59,14,buy,2026-08-25
8/25,2026-08-25,6716,統一-城中,5854,5,11,-6,0.71,14,sell,2026-08-25
8/25,2026-08-25,6716,第一金-路竹,0035003300380050,5,0,5,0.59,15,buy,2026-08-25
8/25,2026-08-25,6716,國泰-敦南,8888,1,7,-6,0.71,15,sell,2026-08-25
8/25,2026-08-25,6719,凱基-台北,9268,83,27,56,10.83,1,buy,2026-08-25
8/25,2026-08-25,6719,新加坡商瑞銀,1650,19,73,-54,10.44,1,sell,2026-08-25
8/25,2026-08-25,6719,富邦-台北,9623,47,0,47,9.09,2,buy,2026-08-25
8/25,2026-08-25,6719,台灣摩根士丹利,1470,6,32,-26,5.03,2,sell,2026-08-25
8/25,2026-08-25,6719,台新-台北,0039004200320030,13,0,13,2.51,3,buy,2026-08-25
8/25,2026-08-25,6719,摩根大通,8440,2,26,-24,4.64,3,sell,2026-08-25
8/25,2026-08-25,6719,康和-高雄,003800340035004a,10,0,10,1.93,4,buy,2026-08-25
8/25,2026-08-25,6719,元大-金華,9878,1,23,-22,4.26,4,sell,2026-08-25
8/25,2026-08-25,6719,台新-敦南,0039004200320051,9,0,9,1.74,5,buy,2026-08-25
8/25,2026-08-25,6719,兆豐-南門,0037003000300067,0,14,-14,2.71,5,sell,2026-08-25
8/25,2026-08-25,6719,國泰-台中,8882,8,0,8,1.55,6,buy,2026-08-25
8/25,2026-08-25,6719,美林,1440,9,19,-10,1.93,6,sell,2026-08-25
8/25,2026-08-25,6719,亞東-高雄,2186,6,0,6,1.16,7,buy,2026-08-25
8/25,2026-08-25,6719,台灣企銀-太平,1115,0,9,-9,1.74,7,sell,2026-08-25
8/25,2026-08-25,6719,凱基-汐止,9226,6,0,6,1.16,8,buy,2026-08-25
8/25,2026-08-25,6719,兆豐-城中,0037003000300057,1,10,-9,1.74,8,sell,2026-08-25
8/25,2026-08-25,6719,美商高盛,1480,32,27,5,0.97,9,buy,2026-08-25
8/25,2026-08-25,6719,富邦證券,9600,0,6,-6,1.16,9,sell,2026-08-25
8/25,2026-08-25,6719,元大證券,9800,27,21,6,1.16,10,buy,2026-08-25
8/25,2026-08-25,6719,合庫-鳳山,1029,1,6,-5,0.97,10,sell,2026-08-25
8/25,2026-08-25,6719,安泰,8380,5,0,5,0.97,11,buy,2026-08-25
8/25,2026-08-25,6719,花旗環球,1590,0,5,-5,0.97,11,sell,2026-08-25
8/25,2026-08-25,6719,群益金鼎-忠孝,0039003100380057,5,0,5,0.97,12,buy,2026-08-25
8/25,2026-08-25,6719,群益金鼎-桃園,9189,0,5,-5,0.97,12,sell,2026-08-25
8/25,2026-08-25,6719,富邦-台中,003900360035004b,4,0,4,0.77,13,buy,2026-08-25
8/25,2026-08-25,6719,元大-民雄,0039003800310056,0,5,-5,0.97,13,sell,2026-08-25
8/25,2026-08-25,6719,元大-大雅,0039003800330069,4,0,4,0.77,14,buy,2026-08-25
8/25,2026-08-25,6719,國票-南崁,0037003700390045,0,5,-5,0.97,14,sell,2026-08-25
8/25,2026-08-25,6719,富邦-樹林,0039003600320045,5,1,4,0.77,15,buy,2026-08-25
8/25,2026-08-25,6719,台新,0039004200300030,2,7,-5,0.97,15,sell,2026-08-25
8/25,2026-08-25,6720,富邦-樹林,0039003600320045,5,0,5,55.56,1,buy,2026-08-25
